,district,rooms,size,level,max_levels,price
3894,Яшнободский,2,55.0,4,5,54000.0
3895,Сергелийский,2,59.8,16,16,27288.0
3896,Мирзо-Улугбекский,2,94.0,1,5,32000.0
3897,Юнусабадский,3,70.0,3,3,66000.0
3898,Юнусабадский,3,70.0,4,4,63000.0
3899,Юнусабадский,4,105.0,4,4,160000.0
3900,Яккасарайский,2,56.0,7,12,36500.0
3901,Мирзо-Улугбекский,3,70.0,4,4,64000.0
3902,Мирзо-Улугбекский,3,82.0,4,4,88000.0
3903,Яккасарайский,3,110.0,4,6,295000.0
3904,Шайхантахурский,2,55.0,2,5,55000.0
3905,Чиланзарский,3,72.0,2,4,63000.0
3906,Мирзо-Улугбекский,3,80.0,4,4,81000.0
3907,Мирабадский,2,115.0,7,8,160000.0
3908,Мирабадский,2,97.0,6,8,155000.0
3909,Чиланзарский,4,96.0,2,4,58000.0
3910,Чиланзарский,3,78.0,6,9,44500.0
3911,Мирзо-Улугбекский,2,58.0,4,4,33000.0
3912,Шайхантахурский,3,65.0,3,4,54000.0
3913,Мирзо-Улугбекский,2,57.0,7,9,29000.0
3914,Мирзо-Улугбекский,2,60.0,8,9,38000.0
3915,Юнусабадский,2,58.0,5,9,42000.0
3916,Мирзо-Улугбекский,2,50.0,4,4,28700.0
3917,Мирабадский,1,55.0,2,9,61000.0
3918,Шайхантахурский,3,45.0,2,5,28000.0
3919,Юнусабадский,3,70.0,3,4,67000.0
3920,Мирзо-Улугбекский,2,50.0,4,4,35500.0
3921,Мирабадский,3,85.0,5,9,74000.0
3922,Мирабадский,3,80.0,1,9,100000.0
3923,Юнусабадский,3,68.0,3,4,68000.0
3924,Шайхантахурский,6,154.0,4,5,129500.0
3925,Юнусабадский,4,82.0,1,4,86000.0
3926,Мирабадский,3,75.0,2,9,74000.0
3927,Яккасарайский,3,100.0,5,5,100000.0
3928,Юнусабадский,3,78.0,4,4,56000.0
3929,Яшнободский,1,26.0,1,4,22000.0
3930,Учтепинский,1,36.0,3,4,25500.0
3931,Олмазорский,3,91.0,3,3,85000.0
3932,Юнусабадский,3,65.0,4,4,53500.0
3933,Чиланзарский,3,103.0,4,4,160000.0
3934,Юнусабадский,5,183.5,4,5,203000.0
3935,Чиланзарский,3,75.0,1,4,60000.0
3936,Юнусабадский,1,67.0,8,9,42500.0
3937,Юнусабадский,4,94.0,1,9,66000.0
3938,Яшнободский,4,130.0,1,5,155000.0
3939,Шайхантахурский,2,60.0,5,9,45000.0
3940,Мирабадский,3,75.0,4,4,70000.0
3941,Мирабадский,3,106.0,1,4,120000.0
3942,Мирабадский,3,90.0,3,4,125000.0
3943,Сергелийский,4,98.0,2,7,65000.0
3944,Учтепинский,2,49.0,3,4,34500.0
3945,Мирзо-Улугбекский,3,80.0,4,4,90000.0
3946,Яккасарайский,2,48.0,5,9,23000.0
3947,Мирзо-Улугбекский,3,73.0,9,9,45000.0
3948,Чиланзарский,4,125.0,6,9,250000.0
3949,Мирзо-Улугбекский,3,70.0,2,5,66000.0
3950,Чиланзарский,3,114.0,2,9,160000.0
3951,Яккасарайский,2,48.0,1,4,38000.0
3952,Учтепинский,1,39.0,3,4,25000.0
3953,Шайхантахурский,3,75.0,2,9,52000.0
3954,Мирзо-Улугбекский,3,94.0,16,23,118000.0
3955,Мирабадский,3,110.0,2,8,169000.0
3956,Яккасарайский,2,72.0,5,16,72000.0
3957,Мирзо-Улугбекский,3,90.0,2,9,51000.0
3958,Шайхантахурский,3,78.0,3,5,51000.0
3959,Мирзо-Улугбекский,3,75.0,5,5,38000.0
3960,Мирзо-Улугбекский,2,50.0,1,4,30000.0
3961,Юнусабадский,2,65.0,1,4,34500.0
3962,Мирзо-Улугбекский,2,40.0,1,3,26000.0
3963,Яккасарайский,3,70.0,4,5,68000.0
3964,Юнусабадский,3,78.0,4,4,55000.0
3965,Олмазорский,3,64.0,7,9,58000.0
3966,Мирзо-Улугбекский,2,48.0,1,4,31000.0
3967,Чиланзарский,1,41.0,3,4,25800.0
3968,Учтепинский,2,42.0,4,5,28500.0
3969,Шайхантахурский,3,80.0,2,4,72000.0
3970,Мирзо-Улугбекский,2,42.0,2,5,33500.0
3971,Яшнободский,3,72.0,5,9,65000.0
3972,Шайхантахурский,2,70.0,5,7,56000.0
3973,Мирзо-Улугбекский,2,55.0,5,5,35000.0
3974,Мирзо-Улугбекский,3,63.0,2,4,46000.0
3975,Мирзо-Улугбекский,2,50.0,5,5,35000.0
3976,Мирзо-Улугбекский,2,55.0,4,4,35000.0
3977,Мирабадский,3,313.0,5,5,65000.0
3978,Яккасарайский,6,213.0,8,9,165000.0
3979,Шайхантахурский,6,260.0,1,4,259000.0
3980,Юнусабадский,2,50.0,4,4,33500.0
3981,Мирзо-Улугбекский,1,42.0,1,4,26499.0
3982,Мирзо-Улугбекский,3,70.0,2,3,46500.0
3983,Мирабадский,3,65.0,1,2,48000.0
3984,Яшнободский,3,70.0,4,4,35000.0
3985,Сергелийский,4,100.0,9,9,45000.0
3986,Мирзо-Улугбекский,2,64.7,4,4,36200.0
3987,Чиланзарский,4,87.71,2,9,70000.0
3988,Мирабадский,4,98.0,3,4,53000.0
3989,Яккасарайский,4,120.0,1,4,132000.0
3990,Олмазорский,3,59.0,6,9,33000.0
3991,Олмазорский,2,64.5,4,6,37410.0
3992,Чиланзарский,3,87.0,4,4,55000.0
3993,Чиланзарский,2,42.0,2,4,38500.0
3994,Юнусабадский,1,38.0,1,4,26000.0
3995,Олмазорский,4,200.0,3,4,250000.0
3996,Чиланзарский,3,87.0,2,4,70000.0
3997,Учтепинский,2,42.0,1,4,33500.0
3998,Мирабадский,3,120.3,10,12,100000.0
3999,Мирабадский,2,55.0,1,3,65000.0
4000,Мирзо-Улугбекский,2,62.0,1,4,66000.0
4001,Юнусабадский,4,90.0,5,5,44000.0
4002,Яшнободский,2,60.0,6,9,77000.0
4003,Мирзо-Улугбекский,3,70.0,2,5,54000.0
4004,Мирабадский,4,187.0,4,5,145000.0
4005,Яшнободский,3,61.0,3,4,38000.0
4006,Чиланзарский,2,51.0,1,4,36000.0
4007,Мирзо-Улугбекский,4,93.0,2,4,75000.0
4008,Мирабадский,3,65.0,3,4,58500.0
4009,Яшнободский,4,50.0,1,4,35000.0
4010,Юнусабадский,3,60.0,3,4,75000.0
4011,Учтепинский,2,48.0,4,5,28500.0
4012,Учтепинский,2,50.0,4,4,30000.0
4013,Чиланзарский,3,88.0,4,4,59990.0
4014,Учтепинский,3,68.0,3,4,52500.0
4015,Чиланзарский,3,72.0,2,9,62000.0
4016,Чиланзарский,3,64.0,1,2,45000.0
4017,Учтепинский,2,58.0,2,9,42200.0
4018,Чиланзарский,3,68.0,1,4,45200.0
4019,Юнусабадский,3,130.0,3,8,200000.0
4020,Мирабадский,3,72.0,2,9,82000.0
4021,Яккасарайский,2,53.0,5,8,43000.0
4022,Мирзо-Улугбекский,3,75.0,5,5,38000.0
4023,Мирабадский,3,75.0,4,5,72000.0
4024,Яккасарайский,2,79.0,13,17,101564.0
4025,Яккасарайский,7,216.0,7,8,250000.0
4026,Мирабадский,2,60.0,2,9,60000.0
4027,Мирабадский,4,121.0,6,10,109989.0
4028,Мирзо-Улугбекский,3,54.0,1,1,35500.0
4029,Мирзо-Улугбекский,2,49.3,4,4,39900.0
4030,Мирзо-Улугбекский,3,64.0,3,4,39000.0
4031,Юнусабадский,3,72.0,4,4,96000.0
4032,Чиланзарский,2,42.0,1,4,35000.0
4033,Яшнободский,3,65.0,4,4,55000.0
4034,Мирзо-Улугбекский,3,64.0,3,5,52000.0
4035,Чиланзарский,2,48.0,2,4,34500.0
4036,Юнусабадский,2,50.0,2,4,31000.0
4037,Яшнободский,2,65.0,2,4,68000.0
4038,Мирзо-Улугбекский,3,115.0,4,4,87000.0
4039,Чиланзарский,2,75.0,1,8,60000.0
4040,Олмазорский,4,80.0,1,4,53000.0
4041,Мирзо-Улугбекский,2,52.0,3,4,35500.0
4042,Шайхантахурский,4,100.0,2,9,72000.0
4043,Олмазорский,2,74.0,4,9,41000.0
4044,Шайхантахурский,5,150.0,2,2,138000.0
4045,Мирзо-Улугбекский,2,50.0,1,4,30000.0
4046,Мирзо-Улугбекский,3,94.0,16,23,118000.0
4047,Мирзо-Улугбекский,3,83.0,6,16,83000.0
4048,Мирабадский,3,75.0,3,9,70000.0
4049,Мирабадский,3,75.0,2,9,74000.0
4050,Мирабадский,2,65.0,8,9,52000.0
4051,Шайхантахурский,3,75.0,5,9,52000.0
4052,Мирабадский,3,110.0,2,8,169000.0
4053,Мирзо-Улугбекский,2,4.0,1,3,26000.0
4054,Мирзо-Улугбекский,2,52.0,4,5,36500.0
4055,Олмазорский,3,83.0,4,9,55000.0
4056,Учтепинский,1,34.0,2,4,28500.0
4057,Мирабадский,4,85.0,3,4,55000.0
4058,Юнусабадский,3,78.0,4,4,55000.0
4059,Учтепинский,2,52.0,4,5,33500.0
4060,Мирзо-Улугбекский,2,60.0,6,9,34000.0
4061,Яшнободский,3,75.0,5,9,
4062,Мирзо-Улугбекский,1,35.0,4,4,27000.0
4063,Чиланзарский,1,30.0,2,4,27000.0
4064,Мирабадский,3,110.0,7,9,130000.0
4065,Яккасарайский,1,35.0,16,16,17700.0
4066,Учтепинский,2,42.0,4,5,28500.0
4067,Олмазорский,3,107.0,2,7,105000.0
4068,Яккасарайский,4,100.0,9,9,50000.0
4069,Мирабадский,3,87.0,3,9,84000.0
4070,Олмазорский,3,107.0,3,7,102000.0
4071,Шайхантахурский,3,85.0,4,7,170000.0
4072,Мирзо-Улугбекский,2,40.0,2,5,33500.0
4073,Юнусабадский,4,78.0,1,4,52000.0
4074,Мирзо-Улугбекский,2,55.0,5,5,35000.0
4075,Мирзо-Улугбекский,2,50.0,4,4,33000.0
4076,Мирзо-Улугбекский,2,50.0,5,5,35000.0
4077,Юнусабадский,3,70.0,3,4,47000.0
4078,Мирзо-Улугбекский,2,58.0,4,4,34996.0
4079,Яккасарайский,1,43.0,5,16,37000.0
4080,Яккасарайский,3,62.0,7,9,45000.0
4081,Яккасарайский,3,63.0,7,9,45000.0
4082,Юнусабадский,2,60.0,3,5,39000.0
4083,Юнусабадский,2,58.0,2,4,41500.0
4084,Юнусабадский,2,58.0,5,9,42000.0
4085,Юнусабадский,2,58.0,5,9,42000.0
4086,Мирзо-Улугбекский,1,42.0,1,4,26500.0
4087,Юнусабадский,2,65.0,5,9,42000.0
4088,Юнусабадский,2,55.0,1,9,42000.0
4089,Шайхантахурский,6,500.0,2,2,1800.0
4090,Юнусабадский,4,110.0,4,9,96000.0
4091,Мирабадский,3,62.0,4,4,33000.0
4092,Учтепинский,1,45.0,5,9,25600.0
4093,Яккасарайский,2,47.3,7,9,52000.0
4094,Юнусабадский,2,63.0,1,4,40000.0
4095,Яшнободский,2,64.0,4,9,52000.0
4096,Шайхантахурский,1,50.0,9,9,23000.0
4097,Чиланзарский,2,60.0,2,4,38000.0
4098,Чиланзарский,2,60.0,1,4,47500.0
4099,Мирзо-Улугбекский,4,139.0,5,9,295000.0
4100,Мирзо-Улугбекский,2,60.0,1,9,49000.0
4101,Мирабадский,3,100.0,4,4,87000.0
4102,Яккасарайский,4,120.0,1,4,132000.0
4103,Мирзо-Улугбекский,2,65.0,3,4,56500.0
4104,Юнусабадский,3,70.0,3,4,63000.0
4105,Мирзо-Улугбекский,2,55.0,4,4,52500.0
4106,Шайхантахурский,3,73.0,1,9,75000.0
4107,Мирзо-Улугбекский,5,157.0,1,4,150000.0
4108,Мирабадский,2,60.0,2,6,77000.0
4109,Мирзо-Улугбекский,3,94.0,16,22,118000.0
4110,Мирзо-Улугбекский,1,36.0,4,4,21000.0
4111,Мирзо-Улугбекский,2,62.0,9,9,28000.0
4112,Юнусабадский,3,75.0,3,4,43000.0
4113,Олмазорский,4,86.0,4,5,40000.0
4114,Сергелийский,1,32.0,1,1,16500.0
4115,Олмазорский,3,70.0,2,5,36000.0
4116,Юнусабадский,1,43.0,1,4,45000.0
4117,Юнусабадский,1,43.0,3,4,39000.0
4118,Яшнободский,2,47.2,3,4,30000.0
4119,Юнусабадский,5,140.0,8,9,85000.0
4120,Янгихаётский,2,63.0,2,7,26500.0
4121,Шайхантахурский,3,85.0,4,12,53000.0
4122,Чиланзарский,3,98.0,8,9,60000.0
4123,Мирабадский,1,35.0,4,4,48000.0
4124,Юнусабадский,3,80.0,1,5,50000.0
4125,Шайхантахурский,7,230.0,2,5,230000.0
4126,Мирабадский,2,65.0,2,9,60000.0
4127,Чиланзарский,2,70.0,2,7,56000.0
4128,Чиланзарский,3,77.0,1,4,48000.0
4129,Чиланзарский,2,50.0,3,5,34500.0
4130,Чиланзарский,2,48.0,3,4,31000.0
4131,Чиланзарский,2,50.0,3,5,35500.0
4132,Чиланзарский,2,60.0,4,5,37500.0
4133,Чиланзарский,2,54.0,3,5,36500.0
4134,Чиланзарский,1,42.0,4,9,28500.0
4135,Чиланзарский,1,36.0,3,5,27500.0
4136,Олмазорский,3,58.0,2,9,37751.0
4137,Мирзо-Улугбекский,3,117.0,2,5,132000.0
4138,Мирабадский,6,170.0,8,9,130000.0
4139,Мирзо-Улугбекский,3,103.0,1,4,170000.0
4140,Чиланзарский,2,45.0,1,4,39500.0
4141,Мирабадский,2,60.0,2,6,77000.0
4142,Мирабадский,4,120.0,1,4,132000.0
4143,Шайхантахурский,2,65.0,2,4,56500.0
4144,Яккасарайский,2,55.0,4,4,37000.0
4145,Мирабадский,3,85.0,5,9,74000.0
4146,Мирабадский,4,115.0,5,5,115000.0
4147,Яккасарайский,2,51.0,2,4,48000.0
4148,Юнусабадский,3,73.0,3,5,60000.0
4149,Учтепинский,2,56.0,3,5,32000.0
4150,Яккасарайский,1,43.0,5,16,37000.0
4151,Чиланзарский,2,46.0,3,4,25000.0
4152,Учтепинский,1,26.4,1,4,18500.0
4153,Шайхантахурский,2,65.0,3,4,56500.0
4154,Учтепинский,1,40.0,1,5,25200.0
4155,Шайхантахурский,3,70.0,2,4,55000.0
4156,Мирзо-Улугбекский,4,92.0,4,5,54600.0
4157,Шайхантахурский,3,75.0,1,9,78000.0
4158,Сергелийский,2,49.0,6,7,
4159,Мирзо-Улугбекский,3,73.0,7,8,47500.0
4160,Чиланзарский,3,67.0,2,4,52500.0
4161,Мирабадский,2,60.0,2,6,77000.0
4162,Сергелийский,3,71.0,3,7,52000.0
4163,Мирзо-Улугбекский,3,75.0,5,5,39000.0
4164,Шайхантахурский,3,75.0,2,4,67000.0
4165,Шайхантахурский,2,65.0,3,4,56000.0
4166,Юнусабадский,1,50.0,7,9,36998.0
4167,Олмазорский,1,43.0,4,4,27000.0
4168,Юнусабадский,2,60.0,2,9,52000.0
4169,Мирабадский,2,68.0,8,8,90000.0
4170,Олмазорский,4,85.0,3,5,78000.0
4171,Юнусабадский,2,55.0,1,3,43500.0
4172,Учтепинский,2,57.0,5,5,36000.0
4173,Мирабадский,4,120.0,1,5,134500.0
4174,Мирабадский,2,70.0,7,8,65000.0
4175,Юнусабадский,2,58.0,2,4,45000.0
4176,Мирабадский,3,108.0,5,10,103000.0
4177,Яккасарайский,4,90.0,3,4,88000.0
4178,Олмазорский,4,100.0,9,9,62500.0
4179,Учтепинский,1,40.0,1,5,25150.0
4180,Олмазорский,3,75.0,1,9,73000.0
4181,Мирзо-Улугбекский,3,71.0,3,8,53000.0
4182,Мирзо-Улугбекский,2,78.0,1,4,26500.0
4183,Чиланзарский,5,169.0,5,9,93000.0
4184,Юнусабадский,2,62.0,3,4,55000.0
4185,Олмазорский,2,46.0,4,4,30000.0
4186,Чиланзарский,2,70.0,9,12,42000.0
4187,Мирзо-Улугбекский,3,152.0,4,8,285000.0
4188,Мирзо-Улугбекский,2,48.0,9,9,
4189,Яккасарайский,3,70.0,2,5,70000.0
4190,Мирзо-Улугбекский,3,58.0,1,4,47000.0
4191,Шайхантахурский,2,65.0,3,4,56500.0
4192,Учтепинский,2,50.0,1,4,36000.0
4193,Мирзо-Улугбекский,1,42.0,1,4,26500.0
4194,Юнусабадский,2,58.0,2,4,41500.0
4195,Мирабадский,3,64.0,4,4,38500.0
4196,Мирзо-Улугбекский,2,50.0,4,4,35000.0
4197,Мирзо-Улугбекский,3,100.0,6,7,75000.0
4198,Мирзо-Улугбекский,2,45.0,3,7,45000.0
4199,Мирзо-Улугбекский,2,38.0,4,5,35000.0
4200,Мирзо-Улугбекский,4,86.0,2,5,80000.0
4201,Мирзо-Улугбекский,1,38.0,3,4,42000.0
4202,Юнусабадский,2,49.0,2,4,36000.0
4203,Учтепинский,2,56.0,6,9,34500.0
4204,Сергелийский,3,85.0,1,9,59000.0
4205,Олмазорский,2,58.0,4,5,36000.0
4206,Мирзо-Улугбекский,2,50.0,5,5,35000.0
4207,Яшнободский,2,65.0,3,4,56500.0
4208,Мирзо-Улугбекский,2,55.0,5,5,35000.0
4209,Шайхантахурский,3,78.0,1,3,98000.0
4210,Чиланзарский,2,47.0,2,4,29000.0
4211,Мирзо-Улугбекский,2,50.0,1,4,30000.0
4212,Мирзо-Улугбекский,2,45.0,2,5,33500.0
4213,Чиланзарский,2,48.0,4,4,32500.0
4214,Учтепинский,2,42.0,4,5,28500.0
4215,Чиланзарский,2,47.0,2,4,38700.0
4216,Мирабадский,1,40.0,4,4,46500.0
4217,Мирзо-Улугбекский,2,66.0,6,9,33500.0
4218,Чиланзарский,3,60.0,1,4,41500.0
4219,Олмазорский,1,58.0,4,7,46000.0
4220,Юнусабадский,2,59.0,2,4,57000.0
4221,Мирабадский,4,125.0,2,4,65000.0
4222,Шайхантахурский,7,230.0,2,5,230000.0
4223,Мирзо-Улугбекский,2,60.0,4,4,34000.0
4224,Мирабадский,3,135.0,3,9,88000.0
4225,Мирзо-Улугбекский,2,50.0,3,4,33000.0
4226,Шайхантахурский,2,78.0,3,5,71000.0
4227,Мирзо-Улугбекский,2,48.0,4,4,28000.0
4228,Мирзо-Улугбекский,2,56.0,3,5,31000.0
4229,Мирзо-Улугбекский,2,45.0,3,7,45000.0
4230,Мирзо-Улугбекский,4,86.0,2,5,80000.0
4231,Мирзо-Улугбекский,2,56.0,5,5,31000.0
4232,Мирзо-Улугбекский,3,72.0,4,4,80000.0
4233,Мирабадский,3,75.0,3,4,74000.0
4234,Шайхантахурский,2,47.0,4,4,36000.0
4235,Мирзо-Улугбекский,2,55.0,2,3,29000.0
4236,Мирзо-Улугбекский,2,65.0,3,4,47000.0
4237,Мирзо-Улугбекский,2,55.0,2,2,29500.0
4238,Мирзо-Улугбекский,3,72.0,4,5,67000.0
4239,Мирабадский,2,64.0,4,4,52000.0
4240,Мирзо-Улугбекский,2,60.0,5,5,31000.0
4241,Юнусабадский,4,100.0,3,5,85000.0
4242,Мирзо-Улугбекский,3,65.0,3,4,38000.0
4243,Чиланзарский,1,32.0,2,5,26500.0
4244,Чиланзарский,1,42.0,2,5,26000.0
4245,Чиланзарский,1,45.0,2,5,29500.0
4246,Чиланзарский,1,36.0,1,5,27500.0
4247,Чиланзарский,2,50.0,2,4,38500.0
4248,Чиланзарский,2,60.0,3,4,38000.0
4249,Чиланзарский,2,50.0,1,4,35000.0
4250,Мирзо-Улугбекский,1,40.0,3,3,30000.0
4251,Мирзо-Улугбекский,5,100.0,4,4,48000.0
4252,Мирзо-Улугбекский,3,115.0,2,9,115000.0
4253,Шайхантахурский,3,71.0,2,6,45000.0
4254,Шайхантахурский,4,90.0,5,5,65000.0
4255,Мирзо-Улугбекский,2,60.0,4,4,44000.0
4256,Шайхантахурский,3,72.0,4,9,60000.0
4257,Юнусабадский,2,62.0,1,4,40500.0
4258,Мирзо-Улугбекский,4,93.0,3,5,62000.0
4259,Чиланзарский,3,65.0,5,5,50000.0
4260,Учтепинский,3,70.0,5,5,40100.0
4261,Бектемирский,4,94.0,9,9,40000.0
4262,Чиланзарский,1,32.0,4,4,25500.0
4263,Учтепинский,2,72.0,5,12,40000.0
4264,Мирзо-Улугбекский,2,45.0,1,4,22000.0
4265,Чиланзарский,2,46.0,3,5,35000.0
4266,Мирабадский,1,45.0,3,9,59000.0
4267,Чиланзарский,3,88.0,6,8,50000.0
4268,Яшнободский,3,69.8,2,7,45370.0
4269,Мирзо-Улугбекский,3,72.0,2,8,48500.0
4270,Юнусабадский,1,38.0,4,4,26000.0
4271,Мирзо-Улугбекский,4,85.0,2,4,69900.0
4272,Яшнободский,2,60.0,2,6,30000.0
4273,Мирзо-Улугбекский,3,86.0,2,5,57000.0
4274,Шайхантахурский,2,65.0,3,4,56500.0
4275,Яшнободский,2,60.0,6,9,80000.0
4276,Яккасарайский,2,95.0,8,9,130000.0
4277,Мирзо-Улугбекский,3,74.0,9,9,54000.0
4278,Сергелийский,2,49.0,6,7,
4279,Яккасарайский,2,51.14,5,5,56000.0
4280,Учтепинский,4,80.0,2,5,51500.0
4281,Мирзо-Улугбекский,3,105.0,5,6,86000.0
4282,Яккасарайский,2,70.0,8,9,48000.0
4283,Мирзо-Улугбекский,2,65.0,2,4,68000.0
4284,Мирзо-Улугбекский,3,80.0,4,4,37000.0
4285,Мирзо-Улугбекский,2,48.0,1,4,28000.0
4286,Мирзо-Улугбекский,1,38.0,1,4,39500.0
4287,Чиланзарский,1,38.0,2,4,24000.0
4288,Яккасарайский,3,72.0,1,5,72898.0
4289,Мирзо-Улугбекский,1,23.8,2,4,21000.0
4290,Учтепинский,2,50.0,1,4,38000.0
4291,Яшнободский,1,28.0,1,3,19000.0
4292,Юнусабадский,3,68.0,4,4,70000.0
4293,Яккасарайский,4,96.0,9,9,49000.0
4294,Чиланзарский,2,52.0,1,4,34500.0
4295,Яккасарайский,5,118.0,9,9,50000.0
4296,Мирзо-Улугбекский,2,40.0,1,3,25499.0
4297,Шайхантахурский,2,55.0,4,9,33000.0
4298,Яшнободский,3,63.0,5,5,
4299,Учтепинский,3,65.0,4,4,34200.0
4300,Мирабадский,2,48.6,3,4,43700.0
4301,Сергелийский,2,52.0,1,4,41000.0
4302,Мирабадский,3,72.0,3,9,52000.0
4303,Учтепинский,4,88.0,5,5,45000.0
4304,Шайхантахурский,2,58.0,3,4,57000.0
4305,Чиланзарский,2,62.0,3,4,39500.0
4306,Чиланзарский,2,60.0,2,5,38500.0
4307,Чиланзарский,2,50.0,2,5,35500.0
4308,Чиланзарский,2,50.0,2,4,33500.0
4309,Чиланзарский,1,36.0,2,4,25500.0
4310,Чиланзарский,1,30.0,4,4,24500.0
4311,Чиланзарский,1,40.0,3,4,28500.0
4312,Чиланзарский,1,42.0,2,5,26500.0
4313,Шайхантахурский,3,72.0,8,9,55000.0
4314,Чиланзарский,2,50.0,1,4,35500.0
4315,Чиланзарский,3,90.0,8,9,42000.0
4316,Мирабадский,2,69.0,9,10,62000.0
4317,Чиланзарский,2,56.0,1,4,49000.0
4318,Учтепинский,2,80.0,8,8,41744.0
4319,Чиланзарский,2,57.0,8,9,36000.0
4320,Юнусабадский,2,55.0,2,4,33000.0
4321,Яккасарайский,3,100.0,7,9,77000.0
4322,Яккасарайский,1,39.0,1,5,27500.0
4323,Чиланзарский,2,49.0,1,4,43000.0
4324,Учтепинский,4,80.0,4,5,40000.0
4325,Шайхантахурский,2,50.0,8,12,31000.0
4326,Чиланзарский,4,125.0,3,9,210000.0
4327,Чиланзарский,2,44.0,1,4,30000.0
4328,Сергелийский,2,49.0,6,7,
4329,Учтепинский,2,47.0,1,4,31500.0
4330,Мирабадский,3,65.0,4,4,35000.0
4331,Юнусабадский,2,57.0,3,4,35500.0
4332,Юнусабадский,4,90.0,2,4,64000.0
4333,Юнусабадский,5,110.0,4,5,58000.0
4334,Яшнободский,2,58.0,2,4,62000.0
4335,Юнусабадский,2,58.0,3,9,34000.0
4336,Юнусабадский,3,70.0,2,4,55000.0
4337,Мирабадский,3,5.0,4,5,46600.0
4338,Мирабадский,4,122.0,3,5,65000.0
4339,Яккасарайский,2,48.0,5,9,23000.0
4340,Учтепинский,2,72.0,4,6,55000.0
4341,Сергелийский,2,59.0,2,7,25000.0
4342,Яккасарайский,3,101.0,4,9,65000.0
4343,Мирабадский,3,60.0,3,4,40000.0
4344,Шайхантахурский,2,47.0,4,4,36000.0
4345,Мирабадский,3,90.0,4,5,46700.0
4346,Мирабадский,3,85.0,5,9,74000.0
4347,Учтепинский,2,50.0,3,4,35000.0
4348,Учтепинский,2,56.0,6,9,34400.0
4349,Яккасарайский,2,48.0,5,9,23000.0
4350,Олмазорский,3,145.0,1,4,95000.0
4351,Чиланзарский,1,32.0,1,4,26000.0
4352,Яккасарайский,4,198.0,5,8,280000.0
4353,Яшнободский,3,75.0,6,9,58000.0
4354,Мирзо-Улугбекский,3,77.0,3,5,55000.0
4355,Олмазорский,2,58.0,2,9,37000.0
4356,Учтепинский,1,18.0,4,4,12300.0
4357,Мирзо-Улугбекский,2,50.0,3,4,33500.0
4358,Мирзо-Улугбекский,2,50.0,3,5,39000.0
4359,Мирабадский,4,120.0,1,4,135000.0
4360,Шайхантахурский,2,68.0,4,4,70000.0
4361,Сергелийский,3,82.0,3,7,
4362,Чиланзарский,4,76.0,3,4,59000.0
4363,Мирзо-Улугбекский,5,110.0,2,4,78800.0
4364,Сергелийский,2,58.0,2,5,34000.0
4365,Яшнободский,1,18.0,3,4,11500.0
4366,Чиланзарский,2,60.0,4,9,47000.0
4367,Мирабадский,3,100.0,2,4,75000.0
4368,Учтепинский,2,40.0,5,5,29000.0
4369,Шайхантахурский,4,130.0,7,7,94000.0
4370,Олмазорский,3,77.36,1,7,64600.0
4371,Учтепинский,2,48.0,1,4,36500.0
4372,Мирзо-Улугбекский,5,213.0,5,6,220000.0
4373,Яккасарайский,4,86.0,8,9,52000.0
4374,Учтепинский,2,51.0,1,4,35500.0
4375,Олмазорский,3,72.0,1,5,45000.0
4376,Чиланзарский,3,58.9,3,4,55000.0
4377,Юнусабадский,2,70.0,2,4,68000.0
4378,Чиланзарский,4,100.0,3,4,56000.0
4379,Мирзо-Улугбекский,3,79.0,3,5,75000.0
4380,Яшнободский,3,135.0,8,9,99900.0
4381,Юнусабадский,4,177.0,5,5,179000.0
4382,Мирабадский,4,170.0,2,7,259000.0
4383,Юнусабадский,3,110.0,2,9,100000.0
4384,Яшнободский,5,207.0,5,6,119900.0
4385,Мирзо-Улугбекский,5,208.0,1,5,119900.0
4386,Чиланзарский,3,105.0,5,10,126000.0
4387,Мирзо-Улугбекский,3,121.0,5,10,109000.0
4388,Мирабадский,3,127.0,7,12,135000.0
4389,Мирзо-Улугбекский,1,30.0,2,4,27300.0
4390,Шайхантахурский,3,100.0,7,9,55000.0
4391,Чиланзарский,3,70.0,2,4,56000.0
4392,Чиланзарский,3,70.0,2,5,46000.0
4393,Чиланзарский,2,54.0,2,5,36500.0
4394,Чиланзарский,2,68.0,4,4,38500.0
4395,Чиланзарский,2,60.0,4,9,41500.0
4396,Чиланзарский,2,50.0,2,5,35500.0
4397,Чиланзарский,2,68.0,4,4,38500.0
4398,Чиланзарский,1,32.0,2,4,27000.0
4399,Чиланзарский,1,46.0,2,4,30500.0
4400,Чиланзарский,1,32.0,2,4,28500.0
4401,Мирабадский,4,166.0,5,9,129500.0
4402,Чиланзарский,1,40.0,4,5,26500.0
4403,Чиланзарский,2,45.0,1,4,36500.0
4404,Юнусабадский,3,67.0,4,4,40000.0
4405,Яккасарайский,2,64.0,1,5,42000.0
4406,Чиланзарский,2,60.0,5,9,45000.0
4407,Яшнободский,2,70.0,2,4,34500.0
4408,Яшнободский,2,70.0,2,4,35000.0
4409,Яшнободский,2,70.0,2,4,45000.0
4410,Яккасарайский,4,167.0,4,7,370000.0
4411,Яшнободский,5,321.0,1,1,48000.0
4412,Мирзо-Улугбекский,2,65.0,6,9,55000.0
4413,Юнусабадский,1,32.0,1,4,23000.0
